BUDGET FISCAL YEAR,DEPARTMENT NAME,FUND NAME,ACCOUNT NAME,ADOPTED BUDGET AMOUNT,TOTAL EXPENDITURES,BUDGET CHANGE AMOUNT,BUDGET TRANSFER IN AMOUNT,BUDGET TRANSFER OUT AMOUNT,TOTAL BUDGET,ENCUMBRANCE AMOUNT,PRE-ENCUMBRANCE AMOUNT,BUDGET UNCOMMITTED AMOUNT,ACCOUNT GROUP NAME,FUND,ACCOUNT
2012,TRANSPORTATION,PREFERENTIAL PARKING DISTRICTS,PREFERENTIAL PARKING DISTRICTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,44P,94000A
2012,TRANSPORTATION,MOBILE SOURCE AIR POLLUT REDUC,TRANSPORTATION,1522056.00,1509316.02,-12739.98,0.00,0.00,1509316.02,0.00,0.00,0.00,,528,94194H
2021,TRANSPORTATION,SPECIAL PARKING REVENUE,CAPITAL EQUIPMENT PURCHASES,5500000.00,0.00,-5500000.00,0.00,0.00,0.00,0.00,0.00,0.00,SPECIAL,363,94T040
2016,TRANSPORTATION,PROPOSITION A LOCAL TRANSIT,VEHICLES FOR HIRE TECHNOLOGY UPGRADES,50000.00,0.00,-50000.00,0.00,0.00,0.00,0.00,0.00,0.00,SPECIAL,385,94MA05
2022,TRANSPORTATION,MOBILE SOURCE AIR POLLUT REDUC,BUREAU OF ENGINEERING,110312.00,0.00,0.00,0.00,0.00,110312.00,0.00,0.00,110312.00,,528,94178V
2018,TRANSPORTATION,MOBILE SOURCE AIR POLLUT REDUC,TRANSPORTATION,1787896.00,1834504.28,46608.28,0.00,0.00,1834504.28,0.00,0.00,0.00,,528,94194P
2023,TRANSPORTATION,MEASURE M LOCAL RETURN SPECIAL FUND,VISION ZERO CORRIDOR PROJECTS - M,8824095.00,494342.61,0.00,0.00,0.00,8824095.00,0.00,0.00,8329752.39,SPECIAL,59C,94WG25
2018,TRANSPORTATION,TRANSPORTATION GRANTS FUND,HSIP-8 - LEFT TURN PHASING AT 201/SS,0.00,0.00,6244400.00,0.00,0.00,6244400.00,0.00,0.00,6244400.00,,655,94PT89
2022,TRANSPORTATION,LOCAL TRANSPORTATION,BIKEWAYS PROGRAM,500000.00,0.00,0.00,0.00,0.00,500000.00,0.00,0.00,500000.00,SPECIAL,207,94VD02
2013,TRANSPORTATION,MEASURE R LOCAL RETURN FUND,LAKE SHORE AVE BULKHEAD (BETWEEN BERKELY AVE & GAFTON ST),300000.00,299099.82,-900.18,0.00,0.00,299099.82,0.00,0.00,0.00,,51Q,94J649
2014,TRANSPORTATION,GENERAL FUND (GENERAL BUDGET),CONSTRUCTION EXPENSE,223560.00,128720.18,0.00,0.00,50000.00,173560.00,0.00,0.00,44839.82,EXPENSES,100,003030
2014,TRANSPORTATION,ARRA-TRANSPORTATION PROJ SPECI,GRANT REIMBURSEMENTS TO GENERAL FUND,0.00,3214100.68,3214100.68,0.00,0.00,3214100.68,0.00,0.00,0.00,,51X,94K799
2014,TRANSPORTATION,SPECIAL PARKING REVENUE,BOND ADMINISTRATION,10000.00,7745.99,-2254.01,0.00,0.00,7745.99,0.00,0.00,0.00,,363,94K268
2018,TRANSPORTATION,PROPOSITION C ANTIGRIDLOCK IMP,GENERAL SERVICES,676258.00,1572589.36,896331.36,0.00,0.00,1572589.36,0.00,0.00,0.00,,540,94P140
2022,TRANSPORTATION,MOBILE SOURCE AIR POLLUT REDUC,OPEN STREETS PROGRAM,500000.00,0.00,-128000.00,0.00,0.00,372000.00,0.00,0.00,372000.00,SPECIAL,528,9407PV
2021,TRANSPORTATION,SPECIAL PARKING REVENUE,REIMBURSEMENT OF GENERAL FUND COSTS,6517231.00,0.00,-6517231.00,0.00,0.00,0.00,0.00,0.00,0.00,,363,94T299
2022,TRANSPORTATION,GENERAL FUND (GENERAL BUDGET),BENEFITS HIRING HALL,150000.00,130000.00,0.00,0.00,0.00,150000.00,0.00,0.00,20000.00,SALARIES AND BENEFITS,100,001120
2018,TRANSPORTATION,PROPOSITION C ANTIGRIDLOCK IMP,CONTRACTUAL SERVICES-SUPPORT,25000.00,5946.47,0.00,0.00,0.00,25000.00,0.00,0.00,19053.53,SPECIAL,540,94P638
2019,TRANSPORTATION,ATSAC TRUST,INFORMATION TECHNOLOGY AGENCY,14000.00,14000.00,0.00,0.00,0.00,14000.00,0.00,0.00,0.00,,484,94R132
2018,TRANSPORTATION,SPECIAL PARKING REVENUE,PARKING STUDIES,500000.00,196295.00,-303705.00,0.00,0.00,196295.00,0.00,0.00,0.00,SPECIAL,363,94PS09
2018,TRANSPORTATION,SPECIAL PARKING REVENUE,RESERVE FOR CONTINGENCIES,300000.00,0.00,-300000.00,0.00,0.00,0.00,0.00,0.00,0.00,SPECIAL,363,94PS99
2022,TRANSPORTATION,PERMIT PARKING PROG REV FD,REIMBURSEMENT OF GENERAL FUND COSTS,3519247.00,1699022.44,0.00,0.00,0.00,3519247.00,0.00,0.00,1820224.56,,49C,94V299
2022,TRANSPORTATION,PROPOSITION A LOCAL TRANSIT,MATCHING FUNDS - MEASURE R PROJECTS/LRPT/30-10,20000000.00,25000000.00,5000000.00,0.00,0.00,25000000.00,0.00,0.00,0.00,,385,94VA29
2013,TRANSPORTATION,PROPOSITION A LOCAL TRANSIT,REIMBURSEMENT FOR MTA BUS PASS SALES,1500000.00,1336978.90,-163021.10,0.00,0.00,1336978.90,0.00,0.00,0.00,,385,94J419
2014,TRANSPORTATION,SPECIAL PARKING REVENUE,"MAINT,REPAIR&UTILITY SERVICE FOR OFF-STREET",1703160.00,1213103.37,-490056.63,0.00,0.00,1213103.37,-0.00,0.00,0.00,,363,94K030
2013,TRANSPORTATION,SPECIAL PARKING REVENUE,PARKING FACILITIES LEASE PAYMENTS,400000.00,362500.00,-37500.00,0.00,0.00,362500.00,0.00,0.00,0.00,,363,94J080
2012,TRANSPORTATION,TRANSP REGULATION &ENFORCEMENT,POLICE DEPARTMENT,0.00,626401.73,626401.73,0.00,0.00,626401.73,0.00,0.00,0.00,,596,94H170
2021,TRANSPORTATION,MEASURE R LOCAL RETURN FUND,REIMBURSEMENT OF GENERAL FUND COSTS,12751137.00,11073958.86,-1677178.14,0.00,0.00,11073958.86,0.00,0.00,0.00,,51Q,94T299
2017,TRANSPORTATION,TRANSPORTATION GRANTS FUND,HSIP7 - CRENSHAW IMPROVEMENTS,0.00,225.00,1624000.00,0.00,0.00,1624000.00,0.00,0.00,1623775.00,,655,94NT68
2015,TRANSPORTATION,PROPOSITION C ANTIGRIDLOCK IMP,LA NEIGHBORHOOD INITIATIVE,550000.00,550000.00,0.00,0.00,0.00,550000.00,0.00,0.00,0.00,,540,94L993
2016,TRANSPORTATION,TRANSP REGULATION &ENFORCEMENT,TRANSPORTATION,255000.00,252623.48,-2376.52,0.00,0.00,252623.48,0.00,0.00,0.00,,596,94M194
2016,TRANSPORTATION,PROPOSITION C ANTIGRIDLOCK IMP,TRAVEL AND TRAINING,48000.00,26313.93,-21686.07,0.00,0.00,26313.93,0.00,0.00,0.00,,540,94M313
2016,TRANSPORTATION,SPECIAL PARKING REVENUE,GSD RELATED COST,0.00,205259.00,205259.00,0.00,0.00,205259.00,0.00,0.00,0.00,,363,94M940
2021,TRANSPORTATION,PROPOSITION C ANTIGRIDLOCK IMP,BUREAU OF STREET LIGHTING,2873858.00,2787642.00,-86216.00,0.00,0.00,2787642.00,0.00,0.00,0.00,,540,94T184
2020,TRANSPORTATION,PROPOSITION A LOCAL TRANSIT,TRANSIT BUREAU DATA MANAGEMENT SYSTEM,150000.00,0.00,-150000.00,0.00,0.00,0.00,0.00,0.00,0.00,SPECIAL,385,94S430
2016,TRANSPORTATION,PROPOSITION C ANTIGRIDLOCK IMP,ATSAC SYSTEMS MAINTENANCE,694142.00,681026.86,-13115.14,0.00,0.00,681026.86,0.00,0.00,0.00,SPECIAL,540,94M634
2015,TRANSPORTATION,TRANSPORTATION GRANTS FUND,HSIP6-5 NEW SIGNALS IN HW & SP,0.00,674200.00,810000.00,0.00,0.00,810000.00,33610.00,0.00,135800.00,,655,94LT26
2019,TRANSPORTATION,TRANSPORTATION GRANTS FUND,PW-STREET LIGHTING,0.00,59351.88,389753.41,0.00,0.00,389753.41,0.00,0.00,330401.53,,655,94R184
2019,TRANSPORTATION,TRANSPORTATION REVIEW FEE FUND,CASE LOGGING AND TRACKING SYSTEM UPGRADE,0.00,0.00,525000.00,0.00,0.00,525000.00,0.00,0.00,525000.00,,50Y,94RY03
2020,TRANSPORTATION,TRANSPORTATION GRANTS FUND,ATSAC - ATCS/TPS/LRT/HRI/CMS SYST RELIA & EFFIC ENHANCEMENT,0.00,1167945.36,2159600.00,0.00,0.00,2159600.00,0.00,300000.00,691654.64,,655,94ST1E
2020,TRANSPORTATION,PROPOSITION A LOCAL TRANSIT,SMART TECHNOLOGY FOR DASH AND COMMUTER EXPRESS BUSES,135000.00,135000.00,0.00,0.00,0.00,135000.00,0.00,0.00,0.00,SPECIAL,385,94SA03
2012,TRANSPORTATION,SPECIAL PARKING REVENUE,BOND ADMINISTRATION,20000.00,5735.00,-14265.00,0.00,0.00,5735.00,0.00,0.00,0.00,,363,94H268
2021,TRANSPORTATION,VENTURA/CAHUENGA CORRIDOR PLAN,3 BIKE RACKS NEAR 5301 TOPANGA CYN,0.00,0.00,900.00,0.00,0.00,900.00,0.00,0.00,900.00,,523,94TBK3
2019,TRANSPORTATION,DEPT TRANSPORTATION TRUST,TRANSPORTATION,0.00,2486739.08,2800668.20,0.00,0.00,2800668.20,0.00,0.00,313929.12,,840,94R194
2014,TRANSPORTATION,PROPOSITION C ANTIGRIDLOCK IMP,GENERAL CITY PURPOSES,30000.00,30000.00,0.00,0.00,0.00,30000.00,0.00,0.00,0.00,,540,94K156
2022,TRANSPORTATION,PROPOSITION C ANTIGRIDLOCK IMP,REIMBURSEMENT OF GENERAL FUND COSTS,16894227.00,15489326.84,500000.00,0.00,0.00,17394227.00,0.00,0.00,1904900.16,,540,94V299
2019,TRANSPORTATION,SPECIAL PARKING REVENUE,BLOSSOM PLAZA EASEMENTS AND IMPROVEMENTS,146500.00,146500.00,0.00,0.00,0.00,146500.00,0.00,0.00,0.00,SPECIAL,363,94RS12
2021,TRANSPORTATION,DEPARTMENT OF TRANSPORTATION EXPEDITED FEE TRUST FUND,REIMBURSEMENT OF GENERAL FUND COSTS,388468.00,0.00,0.00,0.00,0.00,388468.00,0.00,0.00,388468.00,,57P,94T299
2020,TRANSPORTATION,MEASURE M LOCAL RETURN SPECIAL FUND,CONCRETE STREETS,2000000.00,0.00,-2000000.00,0.00,0.00,0.00,0.00,0.00,0.00,SPECIAL,59C,94SV02
2017,TRANSPORTATION,PROPOSITION A LOCAL TRANSIT,UNIVERSAL FARE SYSTEM,500000.00,498677.70,-1322.30,0.00,0.00,498677.70,28181.05,0.00,0.00,SPECIAL,385,94N413
2017,TRANSPORTATION,TRANSP REGULATION &ENFORCEMENT,EQUIPMENT,0.00,19860.56,19860.56,0.00,0.00,19860.56,0.00,0.00,0.00,,596,946734
2017,TRANSPORTATION,SPECIAL PARKING REVENUE,TRANSPORTATION,394600.00,194756.98,-199843.02,0.00,0.00,194756.98,0.00,0.00,0.00,,363,94N194
2012,TRANSPORTATION,WARNER CTR TRANS IMPROVE TRUST,ADMINISTRATION,0.00,41376.66,43813.75,0.00,0.00,43813.75,0.00,0.00,2437.09,,573,943000
2021,TRANSPORTATION,MEASURE M LOCAL RETURN SPECIAL FUND,NORTH ATWATER MULTIMODAL BRIDGE OVER LOS ANGELES RIVER,693314.00,0.00,-693314.00,0.00,0.00,0.00,0.00,0.00,0.00,,59C,94TV42
2012,TRANSPORTATION,LOCAL TRANSPORTATION,INFORMATION TECHNOLOGY AGENCY,0.00,3900.00,3900.00,0.00,0.00,3900.00,0.00,0.00,0.00,,207,94H132
2015,TRANSPORTATION,SPECIAL PARKING REVENUE,DOT INNOVATION FUND PARKING METER SIGNAGE PILOT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,363,94L953
2024,TRANSPORTATION,MEASURE M LOCAL RETURN SPECIAL FUND,VISION ZERO TREATMENT MAINTENANCE,1000000.00,0.00,0.00,0.00,0.00,1000000.00,0.00,0.00,1000000.00,SPECIAL,59C,94YV67
2019,TRANSPORTATION,GENERAL FUND (GENERAL BUDGET),FIELD EQUIPMENT EXPENSE,96725.00,137695.94,0.00,52000.00,0.00,148725.00,0.00,0.00,11029.06,EXPENSES,100,003090
2015,TRANSPORTATION,WARNER CTR TRANS IMPROVE TRUST,REIMBURSEMENT OF GENERAL FUND COSTS,61620.00,61620.00,0.00,0.00,0.00,61620.00,0.00,0.00,0.00,,573,94L299
2021,TRANSPORTATION,WEST LA TRANSP IMPROV & MITIGA,WESTSIDE FAST FORWARD PHASE II TRAFFIC SIGNAL PROJ-WLA CD11,0.00,0.00,437800.00,0.00,0.00,437800.00,0.00,0.00,437800.00,,681,94TN28
2017,TRANSPORTATION,COASTAL TRANSP CORRIDOR TRUST,REIMBURSEMENT OF GENERAL FUND COSTS,276214.00,200790.44,-75423.56,0.00,0.00,200790.44,0.00,0.00,0.00,SPECIAL,447,94299N
2012,TRANSPORTATION,PERMIT PARKING PROG REV FD,TECHNOLOGY AND SOFTWARE,0.00,22017.83,25000.00,0.00,0.00,25000.00,0.00,0.00,2982.17,,49C,94H407
2022,TRANSPORTATION,ATSAC TRUST,INFORMATION TECHNOLOGY AGENCY,14000.00,277088.63,277088.63,8369.60,8369.60,291088.63,0.00,0.00,14000.00,,484,94V132
2024,TRANSPORTATION,MEASURE M LOCAL RETURN SPECIAL FUND,BUREAU OF STREET SERVICES,12332471.00,0.00,0.00,0.00,0.00,12332471.00,0.00,0.00,12332471.00,,59C,94Y186
2020,TRANSPORTATION,TRANSPORTATION GRANTS FUND,BUREAU OF STREET LIGHTING,0.00,187586.00,187586.00,0.00,0.00,187586.00,0.00,0.00,0.00,,655,94S184
2019,TRANSPORTATION,MEASURE R LOCAL RETURN FUND,REIMBURSEMENT OF GENERAL FUND COSTS,6551408.00,6494092.71,-57315.29,0.00,0.00,6494092.71,0.00,0.00,0.00,,51Q,94R299
2012,TRANSPORTATION,GENERAL FUND (GENERAL BUDGET),OFFICE AND ADMINISTRATIVE,557875.00,385460.66,0.00,0.00,82875.00,475000.00,-0.00,0.00,89539.34,EXPENSES,100,006010
2024,TRANSPORTATION,SPECIAL PARKING REVENUE,PARKING STUDIES,500000.00,0.00,0.00,0.00,0.00,500000.00,0.00,0.00,500000.00,SPECIAL,363,94YS09
2017,TRANSPORTATION,MEASURE R LOCAL RETURN FUND,TRANSPORTATION,7815501.00,4667316.62,-3148184.38,0.00,0.00,4667316.62,0.00,0.00,0.00,,51Q,94N194
2024,TRANSPORTATION,PROPOSITION C ANTIGRIDLOCK IMP,SUNSET PLAZA,357248.00,0.00,0.00,0.00,0.00,357248.00,0.00,0.00,357248.00,,540,94YM20
2024,TRANSPORTATION,MEASURE M LOCAL RETURN SPECIAL FUND,MEDIAN ISLAND MAINTENANCE,2000000.00,0.00,0.00,0.00,0.00,2000000.00,0.00,0.00,2000000.00,SPECIAL,59C,94Y676
2019,TRANSPORTATION,PERMIT PARKING PROG REV FD,REIMBURSEMENT OF GENERAL FUND COSTS,2165213.00,1208468.98,0.00,0.00,0.00,2165213.00,0.00,0.00,956744.02,,49C,94R299
2012,TRANSPORTATION,PROPOSITION C ANTIGRIDLOCK IMP,METRO/EXPO TRANSIT ANNUAL WORK PROGRAM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,540,94H659
2022,TRANSPORTATION,TRANSPORTATION GRANTS FUND,SRTS BERENDO MIDDLE & 3 FEEDER ELEMENTARY SCHOOLS SAFETY,0.00,0.00,2211400.00,0.00,0.00,2211400.00,0.00,0.00,2211400.00,,655,94VT3B
2013,TRANSPORTATION,PROPOSITION A LOCAL TRANSIT,CONTROLLER,109451.00,109451.00,0.00,0.00,0.00,109451.00,0.00,0.00,0.00,,385,94J126
2021,TRANSPORTATION,MEASURE M LOCAL RETURN SPECIAL FUND,BUREAR OF CONTRACT ADMINISTRATION,2023898.00,517899.31,-960717.00,0.00,0.00,1063181.00,0.00,0.00,545281.69,,59C,94T176
2013,TRANSPORTATION,MEASURE R LOCAL RETURN FUND,2ND STREET TUNNEL VENTILATION FAN REPLACEMENT,410000.00,0.00,-410000.00,0.00,0.00,0.00,0.00,0.00,0.00,,51Q,94J643
2015,TRANSPORTATION,MEASURE R LOCAL RETURN FUND,CITY PLANNING,400000.00,389050.64,-10949.36,0.00,0.00,389050.64,0.00,0.00,0.00,,51Q,94L168
2012,TRANSPORTATION,WEST LA TRANSP IMPROV & MITIGA,TRANSPORTATION,99600.00,99600.00,0.00,0.00,0.00,99600.00,0.00,0.00,0.00,,681,94H194
2017,TRANSPORTATION,SPECIAL PARKING REVENUE,TRAVEL & TRAINING,30000.00,27557.06,-2442.94,0.00,0.00,27557.06,0.00,0.00,0.00,,363,94N314
2021,TRANSPORTATION,SPECIAL PARKING REVENUE,TRANSPORTATION,394600.00,21396.39,-373203.61,0.00,0.00,21396.39,0.00,0.00,0.00,,363,94T194
2016,TRANSPORTATION,SPECIAL PARKING REVENUE,CAPITAL EQUIPMENT PURCHASES,6357400.00,6308780.08,-48619.92,0.00,0.00,6308780.08,45.34,0.00,0.00,SPECIAL,363,94M040
2021,TRANSPORTATION,PROPOSITION A LOCAL TRANSIT,TRANSIT FACILITY SECURITY AND MAINTENANCE,2000000.00,1539257.09,-460742.91,0.00,0.00,1539257.09,252533.83,0.00,0.00,SPECIAL,385,94T427
2019,TRANSPORTATION,PROPOSITION A LOCAL TRANSIT,TRAVEL & TRAINING,50000.00,36135.11,-13864.89,0.00,0.00,36135.11,2618.76,0.00,0.00,,385,94R314
2015,TRANSPORTATION,PROPOSITION A LOCAL TRANSIT,TRANSIT BUS RADIO AUTO VEHICLE LOCATOR SYSTEM,2500000.00,15799.84,-2484200.16,0.00,0.00,15799.84,0.00,0.00,0.00,,385,94L426
2017,TRANSPORTATION,MOBILE SOURCE AIR POLLUT REDUC,PERSONNEL,580493.00,379475.66,-201017.34,0.00,0.00,379475.66,0.00,0.00,0.00,,528,94166N
2017,TRANSPORTATION,ATSAC TRUST,NEW TRAFFIC SIGNAL CENTRAL AVE AND 33RD STREET,0.00,40000.00,40000.00,0.00,0.00,40000.00,0.00,0.00,0.00,,484,94NU09
2013,TRANSPORTATION,LOCAL TRANSPORTATION,BIKEWAYS PROGRAM,0.00,455339.84,455339.84,0.00,0.00,455339.84,0.00,0.00,0.00,,207,94J662
2023,TRANSPORTATION,MEASURE M LOCAL RETURN SPECIAL FUND,REIMBURSEMENT OF GENERAL FUND COSTS,21711069.00,7979435.26,0.00,0.00,0.00,21711069.00,0.00,0.00,13731633.74,,59C,94W299
2020,TRANSPORTATION,MEASURE M LOCAL RETURN SPECIAL FUND,GENERAL SERVICES,215797.00,217934.20,2137.20,0.00,0.00,217934.20,0.00,0.00,0.00,,59C,94S140
2022,TRANSPORTATION,GENERAL FUND (GENERAL BUDGET),PRINTING AND BINDING,208685.00,65000.00,0.00,0.00,0.00,208685.00,11000.76,0.00,143685.00,EXPENSES,100,002120
2012,TRANSPORTATION,TRANSPORTATION GRANTS FUND,HSIP CYCLE 4-VARIOUS LOCATIONS,0.00,334570.31,630000.00,0.00,0.00,630000.00,0.00,0.00,295429.69,,655,94H578
2020,TRANSPORTATION,TRANSPORTATION GRANTS FUND,GRANT REIMBURSEMENTS TO PROP C FUND,0.00,6040802.24,6040802.24,0.00,0.00,6040802.24,0.00,0.00,0.00,,655,94S999
2019,TRANSPORTATION,PROPOSITION A LOCAL TRANSIT,VEHICLES FOR HIRE TECHNOLOGY UPGRADES,30000.00,0.00,-30000.00,0.00,0.00,0.00,0.00,0.00,0.00,SPECIAL,385,94RA05
2013,TRANSPORTATION,PROPOSITION C ANTIGRIDLOCK IMP,TRAFFIC SIGNAL SUPPLIES,50000.00,49423.45,-576.55,0.00,0.00,49423.45,0.00,0.00,0.00,,540,94J800
2012,TRANSPORTATION,SPECIAL PARKING REVENUE,DOT-RELATED COSTS,4869458.00,4056716.70,-812741.30,0.00,0.00,4056716.70,0.00,0.00,0.00,,363,94H299
2019,TRANSPORTATION,PROPOSITION A LOCAL TRANSIT,DOWNTOWN LA STREETCAR OPERATIONS AND MAINTENANCE,6000000.00,0.00,0.00,0.00,0.00,6000000.00,0.00,0.00,6000000.00,SPECIAL,385,94RA12
2023,TRANSPORTATION,PROPOSITION A LOCAL TRANSIT,TRAVEL AND TRAINING,50000.00,6103.98,0.00,0.00,0.00,50000.00,0.00,0.00,43896.02,,385,94W314
2017,TRANSPORTATION,SPECIAL PARKING REVENUE,PARKING FACILITIES LEASE PAYMENTS,360000.00,360000.00,0.00,0.00,0.00,360000.00,0.00,0.00,0.00,SPECIAL,363,94N080
2020,TRANSPORTATION,LOCAL TRANSPORTATION,SAN FERNANDO ROAD BIKE PATH PHASE 3 METROLINK LOCAL MATCH,688000.00,688000.00,0.00,0.00,0.00,688000.00,293653.91,0.00,0.00,SPECIAL,207,94SD20
2016,TRANSPORTATION,MEASURE R LOCAL RETURN FUND,PLANNING,785912.00,645590.91,-140321.09,0.00,0.00,645590.91,0.00,0.00,0.00,,51Q,94M168
2020,TRANSPORTATION,PROPOSITION C ANTIGRIDLOCK IMP,TECHNOLOGY AND COMMUNICATIONS EQUIPMENT,100000.00,40831.68,-59168.32,0.00,0.00,40831.68,0.00,0.00,0.00,SPECIAL,540,94S990
2021,TRANSPORTATION,MEASURE R LOCAL RETURN FUND,GREAT STREETS,500000.00,0.00,-500000.00,0.00,0.00,0.00,0.00,0.00,0.00,SPECIAL,51Q,94TM06
2021,TRANSPORTATION,MOBILE SOURCE AIR POLLUT REDUC,BUREAU OF ENGINEERING,96851.00,0.00,-96851.00,0.00,0.00,0.00,0.00,0.00,0.00,,528,94178T
2022,TRANSPORTATION,PROPOSITION C ANTIGRIDLOCK IMP,BUREAU OF STREET LIGHTING,3065343.00,2863736.84,0.00,0.00,0.00,3065343.00,0.00,0.00,201606.16,,540,94V184
2021,TRANSPORTATION,MEASURE R LOCAL RETURN FUND,TRANSPORTATION,5494475.00,4806543.60,-687931.40,0.00,0.00,4806543.60,0.00,0.00,0.00,,51Q,94T194
2014,TRANSPORTATION,PROPOSITION C ANTIGRIDLOCK IMP,PW-ENGINEERING,5145188.00,2900000.00,-2245188.00,0.00,0.00,2900000.00,0.00,0.00,0.00,,540,94K178
2021,TRANSPORTATION,WARNER CTR TRANS IMPROVE TRUST,ADMINISTRATION,0.00,10000.00,10000.00,0.00,0.00,10000.00,0.00,0.00,0.00,,573,943000
2014,TRANSPORTATION,PROPOSITION C ANTIGRIDLOCK IMP,PW-STREET LIGHTING,1634113.00,1319014.44,-315098.56,0.00,0.00,1319014.44,0.00,0.00,0.00,,540,94K184
2021,TRANSPORTATION,WEST LA TRANSP IMPROV & MITIGA,EXPO LINE FIRST/LAST MILE PROJECT-CD5,0.00,0.00,750000.00,0.00,0.00,750000.00,0.00,0.00,750000.00,,681,94TN34
2017,TRANSPORTATION,TRANSP REGULATION &ENFORCEMENT,CONTRACTUAL SERVICES,0.00,190446.39,190446.39,0.00,0.00,190446.39,0.00,0.00,0.00,,596,946304
2013,TRANSPORTATION,MOBILE SOURCE AIR POLLUT REDUC,PUBLIC WORKS - ENGINEERING,101294.00,101294.00,0.00,0.00,0.00,101294.00,0.00,0.00,0.00,,528,94178J
2018,TRANSPORTATION,PROPOSITION A LOCAL TRANSIT,UNIVERSAL FARE SYSTEM,500000.00,280112.00,-219888.00,0.00,0.00,280112.00,0.00,0.00,0.00,SPECIAL,385,94P413
2019,TRANSPORTATION,PROPOSITION A LOCAL TRANSIT,COUNCIL,89000.00,89000.00,0.00,0.00,0.00,89000.00,0.00,0.00,0.00,,385,94R128
2022,TRANSPORTATION,PROPOSITION C ANTIGRIDLOCK IMP,BOARD OF PUBLIC WORKS,127373.00,127373.00,0.00,0.00,0.00,127373.00,0.00,0.00,0.00,,540,94V174
2016,TRANSPORTATION,PROPOSITION A LOCAL TRANSIT,ADVANCE TO MICLA AA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,385,94M214
2017,TRANSPORTATION,TRANSPORTATION GRANTS FUND,ATP 2 - ORANGE LINE - SHERMAN WAY PEDESTRIAN LINKS,0.00,51940.96,460000.00,0.00,0.00,460000.00,0.00,0.00,408059.04,,655,94NT75
2018,TRANSPORTATION,MEASURE M LOCAL RETURN SPECIAL FUND,CONCRETE STREETS,1000000.00,403166.60,0.00,0.00,0.00,1000000.00,93788.74,0.00,596833.40,,59C,94PV02
2019,TRANSPORTATION,SPECIAL PARKING REVENUE,PARKING FACILITIES LEASE PAYMENTS,360000.00,360000.00,0.00,0.00,0.00,360000.00,0.00,0.00,0.00,SPECIAL,363,94R080
2020,TRANSPORTATION,BICYCLE PLAN TRUST FUND,BICYCLE IMPROVEMENT IN DOWNTOWN LA,0.00,0.00,50000.00,0.00,0.00,50000.00,0.00,0.00,50000.00,,55C,94SN18
2018,TRANSPORTATION,MEASURE R LOCAL RETURN FUND,GRANT REIMBURSEMENTS TO GENERAL FUND,0.00,43185.77,43185.77,0.00,0.00,43185.77,0.00,0.00,0.00,,51Q,94P799
2015,TRANSPORTATION,PROPOSITION A LOCAL TRANSIT,FLEET REPLACEMENT - COMMUTER EXPRESS,780000.00,780000.00,0.00,0.00,0.00,780000.00,0.00,0.00,0.00,,385,94L295
2013,TRANSPORTATION,SPECIAL PARKING REVENUE,CAPITAL FINANCE ADMINISTRATION,1201000.00,1201000.00,0.00,0.00,0.00,1201000.00,0.00,0.00,0.00,,363,94J153
2015,TRANSPORTATION,TRANSPORTATION GRANTS FUND,"SR2S CYCLE 10-CABRLO AVE ES,BRTN HIL ES,15ST",0.00,0.00,396000.00,0.00,0.00,396000.00,0.00,0.00,396000.00,,655,94LT05
2020,TRANSPORTATION,MEASURE M LOCAL RETURN SPECIAL FUND,WESTERN AVE EXPO LINE STATION LINKAGE PROJECT (SOUTH),2099370.00,388606.22,-1710763.78,0.00,0.00,388606.22,0.00,0.00,0.00,,59C,94SV44
2023,TRANSPORTATION,MEASURE R LOCAL RETURN FUND,BROADWAY SUR PROJECT,0.00,0.00,150000.00,0.00,0.00,150000.00,0.00,0.00,150000.00,,51Q,94WM22
2019,TRANSPORTATION,TRANSPORTATION GRANTS FUND,INFORMATION TECHNOLOGY AGENCY,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,655,94R132
2020,TRANSPORTATION,PROPOSITION A LOCAL TRANSIT,BUREAU OF STREET LIGHTING,0.00,54039.00,54039.00,0.00,0.00,54039.00,0.00,0.00,0.00,,385,94S184
2012,TRANSPORTATION,MEASURE R BUS OPERATIONS FUND,CITY TRANSIT,2520000.00,2520000.00,0.00,0.00,0.00,2520000.00,0.00,0.00,0.00,,51R,94H227
2018,TRANSPORTATION,PROPOSITION A LOCAL TRANSIT,MEMBERSHIPS AND SUBSCRIPTIONS,65000.00,12450.00,-52550.00,0.00,0.00,12450.00,0.00,0.00,0.00,,385,94P223
2016,TRANSPORTATION,PERMIT PARKING PROG REV FD,REIMBURSEMENT OF GENERAL FUND COSTS,24389.00,24389.00,0.00,0.00,0.00,24389.00,0.00,0.00,0.00,,49C,94M299
2012,TRANSPORTATION,VENTURA/CAHUENGA CORRIDOR PLAN,ADMINISTRATION,0.00,5041.69,15906.21,0.00,0.00,15906.21,0.00,0.00,10864.52,,523,943000
2016,TRANSPORTATION,TRANSP REGULATION &ENFORCEMENT,CONTRACTUAL SERVICES,0.00,239533.53,239533.53,0.00,0.00,239533.53,0.00,0.00,0.00,,596,946304
